"ivwFoodInspectionHistoryKey","foodFacilityName","latitudeCrd","longitudeCrd","ownerName","facilityAddressText","foodFacilityType","inspectingOfficerName","inspectionType","inspectionDate","inspectionStartTime","inspectionEndTime","inspectionElapsedHours","followupRequired","nextInspectionDate","facilityPersonnelName","facilityPersonnelType","managerCertificateNbr","managerCertificateExpirationDate","criticalViolationCnt","nonCriticalViolationCnt","inspectionCommentText"
"3532","Crowne Plaza Hotel Potomac Bar & Grill","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Bryant Wooden","Follow-up","2015-02-03T00:00:00","14:20","14:40","0.33","No","2014-07-31T00:00:00","Naraporn Sangthong","Certified Manager","F-113173","2019-07-19T00:00:00","0","2","The chlorine bar dishmachine was observed sanitizing at proper concentration (50 -100 ppm).  Areas of baseboard and coving around the interior of the bar observed in need of repair.  Front foot rail around the bar seating area observed loose and in"
"3533","Nottingham Elementary School","0.0","0.0","Arlington County Public Schools","Nottingham Elementary School, Arlington, VA","","","","","","","","","","","","","","","",""
"3534","Subway Restaurant (INACTIVE)","38.87377297","-77.10457749","Moyarulon Inc","243 N Glebe Rd, Arlington VA 22203","","","","","","","","","","","","","","","",""
"3535","Champion Billiards Cafe (INACTIVE)","0.0","0.0","Champion Billiards Inc","2620 S Shirlington Rd, Arlington VA 22206","","","","","","","","","","","","","","","",""
"3536","Army Navy Country Club Dive Inn Snack Bar","38.8573671","-77.07909759","Army Navy Country Club, Inc.","1700 Army Navy Dr, Arlington VA 22202-","Fast Food Restaurant","Muhammad Tauseef Ahmad","Routine","2013-08-14T00:00:00","11:10","12:40","1.5","No","2012-12-12T00:00:00","Heather R. George","Certified Manager","F-105731","2016-11-27T00:00:00","0","6","1.  Front hand sink on line needs new caulking.2.  Wash hands frequently."
"3537","Army Navy Country Club Dive Inn Snack Bar","38.8573671","-77.07909759","Army Navy Country Club, Inc.","1700 Army Navy Dr, Arlington VA 22202-","Fast Food Restaurant","Santos Ayala","Routine","2014-06-05T00:00:00","13:30","14:45","1.3","No","2013-12-02T00:00:00","Garrettson E Hyatt","Certified Manager","F-98187","2018-02-07T00:00:00","0","4",""
"3538","Army Navy Country Club Dive Inn Snack Bar","38.8573671","-77.07909759","Army Navy Country Club, Inc.","1700 Army Navy Dr, Arlington VA 22202-","Fast Food Restaurant","Candice Levenberry","Routine","2015-06-29T00:00:00","17:15","18:30","1.25","No","2015-06-05T00:00:00","Garrettson E Hyatt","Certified Manager","F-105731","2017-11-27T00:00:00","0","6","A typed copy will be mailed. Keep the handwashing sink properly supplied. Wash your hands frequently."
"3539","Primo Cappuccino (INACTIVE)","38.851301","-77.040244","Patricia Reilly Food Concepts, Inc.","WNA Terminal C, Washington DC 20001","","","","","","","","","","","","","","","",""
"3540","Kitchen Express(Inactive)","0.0","0.0","Mohammad Sayyad","2907 Washington Blvd 836, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3541","Five Star Cafe & Deli (Inactive)","0.0","0.0","Jamaladin Bashir","2401-H Columbia Pike, Arlington VA 22204","","","","","","","","","","","","","","","",""
"3542","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Muhammad Tauseef Ahmad","Routine","2013-01-22T00:00:00","10:00","11:00","1.0","No","2013-01-07T00:00:00","Pe Wynn","","L25771","2014-01-09T00:00:00","0","7",""
"3543","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Julia Balsley","Follow-up","2014-02-27T00:00:00","08:45","09:55","1.2","Yes","2013-07-11T00:00:00","Zadragchaa Nasanjargal","Certified Manager","L-27737","2019-02-25T00:00:00","","",""
"3544","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Julia Balsley","Routine","2014-01-27T00:00:00","16:05","17:20","1.3","Yes","2013-07-11T00:00:00","","Certified Manager","L-25771","2014-01-09T00:00:00","0","10",""
"3545","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Julia Balsley","Follow-up","2014-03-07T00:00:00","09:00","09:45","0.8","No","2013-07-11T00:00:00","Zadragchaa Nasanjargal","Certified Manager","L-27737","2019-02-25T00:00:00","0","2",""
"3546","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Julia Balsley","Routine","2015-01-22T00:00:00","11:50","13:20","1.5","No","2014-07-28T00:00:00","","Certified Manager","L-28241","2019-12-31T00:00:00","0","10",""
"3547","Richmond Square Market","0.0","0.0","Golden Glory, L.L.C.","900 N Randolph Lobby 100, Arlington VA 22203","Grocery Store Food Service","Julia Balsley","Risk Factor","2015-07-27T00:00:00","17:50","18:40","0.83","No","2016-01-22T00:00:00","Pe Wynn","Certified Manager","L-27738","2019-02-25T00:00:00","0","2",""
"3548","Quincy Coffee Shop(INACTIVE)","38.88013279","-77.1078289","Quincy Coffee Shop Inc","800 N Quincy St, Arlington VA 22203","","","","","","","","","","","","","","","",""
"3549","Sam's Soft Ice Cream(INACTIVE)","0.0","0.0","Samit Abderrahim","Shirlington Area, Arlington VA 22206","","","","","","","","","","","","","","","",""
"3550","T-Market(Inactive)","38.86229949","-77.07907468","Hi Kyun Park","1201 S Courthouse Rd, Arlington VA 22204","","","","","","","","","","","","","","","",""
"3551","Larry's Cookies (INACTIVE)","0.0","0.0","KSC Inc","1683 Crystal Square Arcade, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3552","AA #2 Foods(I)","0.0","0.0","Armando Escobar","882 S Monroe St, Arlington VA 22204","","","","","","","","","","","","","","","",""
"3553","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Muhammad Tauseef Ahmad","Routine","2013-01-18T00:00:00","12:45","13:45","1.0","No","2013-03-25T00:00:00","Carlos A. Tapia Balloa","Certified Manager","F-90645","2014-05-28T00:00:00","0","1","High-temp warewashing machine:  OK - thermo-label turned black; attached to the report."
"3554","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Joseph Gossman","Risk Factor","2013-06-28T00:00:00","11:30","12:40","1.2","No","2013-07-17T00:00:00","David W Cline","Certified Manager","F-90645","2014-05-28T00:00:00","0","1",""
"3555","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Julia Balsley","Risk Factor","2013-10-07T00:00:00","08:40","09:45","1.1","No","2013-10-16T00:00:00","David W Cline","Certified Manager","F-103570","2016-10-17T00:00:00","0","0",""
"3556","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Julia Balsley","Routine","2014-02-21T00:00:00","08:30","09:50","1.3","No","2014-01-27T00:00:00","Adam J. Schroeder","Certified Manager","F-108259","2018-06-06T00:00:00","0","5","Seal the bare piece of wood properly to it's adjoining wall which is facing east."
"3557","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Christy Kunes","Risk Factor","2014-06-06T00:00:00","14:00","15:15","1.3","No","2014-06-11T00:00:00","Carlos Tapia Balboa","Certified Manager","F-103570","2016-10-17T00:00:00","0","0","Observed air gaps at back exit door. Repair and/or replace flashing at bottom of door to prevent the entrance of pests."
"3558","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Santos Ayala","Risk Factor","2014-10-08T00:00:00","14:00","15:30","1.5","No","2014-09-24T00:00:00","Adam Schroeder","Certified Manager","F-103570","2016-10-17T00:00:00","0","0",""
"3559","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Joseph Gossman","Routine","2015-02-20T00:00:00","13:15","15:00","1.75","No","2015-02-04T00:00:00","Adam Schroeder","Certified Manager","F-103570","2016-10-17T00:00:00","0","2","Vacuum sealer observed in establishment. According to management, the machine is expected to be used for cheeses and pepperoni. Management has agreed to submit the necessary paperwork for approval prior to use of equipment."
"3560","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Joseph Gossman","Risk Factor","2015-06-02T00:00:00","09:45","11:15","1.5","No","2015-06-22T00:00:00","Carlos Tapia Balboa","Certified Manager","F108259","2018-06-06T00:00:00","0","1",""
"3561","Capital Caring","0.0","0.0","Capital Hospice","4715 N 15th St, Arlington VA 22205","Hospital Food Service","Joseph Gossman","Risk Factor","2015-10-09T00:00:00","10:45","11:45","1.0","No","2015-09-01T00:00:00","Carlos Tapia Balboa","Certified Manager","F108259","2018-06-06T00:00:00","0","1",""
"3562","7-Eleven Store #20407 (INACTIVE)","38.8774751","-77.1225998","7- Eleven Inc","5122 Wilson Blvd, Arlington VA 22205","","","","","","","","","","","","","","","",""
"3563","Los Azahares(Inactive)","0.0","0.0","Dora E. Artiga","4500 Four Mile Run Dr, Arlington VA 22206","","","","","","","","","","","","","","","",""
"3564","Bus. Opp. F/T Blind - Kiosk #64(INACTIVE)","0.0","0.0","Business Opportunity for the Blind, Inc.","1901 S Bell St 9th flr, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3565","Haagen Dazs Ice Cream(INACTIVE)","0.0","0.0","Frandan Inc.","1100 S Hayes St B-3, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3566","7-Eleven Store #28511(INACTIVE)","0.0","0.0","7- Eleven Inc","426 S 23rd St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3567","Doug's Catering (Inactive)","0.0","0.0","Douglas Keys","4076 Four Mile Run Dr, Arlington VA 22206","","","","","","","","","","","","","","","",""
"3568","Taqueria Y Pupuseria Julita (INACTIVE)","0.0","0.0","Julia Yanet Gomez",", Arlington VA 22204","","","","","","","","","","","","","","","",""
"3569","Plaza Newsstand","0.0","0.0","Haeng Im Kim","1010 N Glebe Rd #130, Arlington VA 22201","Convenience Store Food Service","Julia Balsley","Routine","2013-08-23T00:00:00","10:00","10:45","0.8","No","2013-07-15T00:00:00","Haeng Im Kim","Certified Manager","F-93642","2014-08-30T00:00:00","0","2",""
"3570","Plaza Newsstand","0.0","0.0","Haeng Im Kim","1010 N Glebe Rd #130, Arlington VA 22201","Convenience Store Food Service","Christy Kunes","Routine","2014-08-11T00:00:00","10:15","11:15","1.0","No","2014-07-29T00:00:00","Haeng Im Kim","","F-93642","2014-08-30T00:00:00","0","6",""
"3571","Plaza Newsstand","0.0","0.0","Haeng Im Kim","1010 N Glebe Rd #130, Arlington VA 22201","Convenience Store Food Service","Christy Kunes","Routine","2015-08-04T00:00:00","10:45","11:45","1.0","No","2015-08-11T00:00:00","Haeng Im Kim","Certified Manager","F-114050","2019-07-27T00:00:00","0","5",""
"3572","Taxi Cafe (Inactive)","38.851301","-77.040244","Debbie Khaliq","WNA-Taxi Holding Structure Thomas, Washington DC 20001","","","","","","","","","","","","","","","",""
"3573","Tummy Station Restaurant (INACTIVE)","38.89547254","-77.0717244","Utshab Corporation","1700 N Moore St, Arlington VA 22209","","","","","","","","","","","","","","","",""
"3574","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Candice Levenberry","Routine","2013-04-23T00:00:00","10:45","12:00","1.3","No","2013-04-08T00:00:00","Therese b Gnansounou","Certified Manager","f.101730","2017-02-02T00:00:00","0","2","Discontinue use of uncovered containers in the display refrigerator. The CFM stated new containers were ordered. ""Keep it clean"" poster given to the Custodian. ** Only food employees and custodians are allowed in the kitchen prep area during food"
"3575","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Christy Kunes","Risk Factor","2013-10-17T00:00:00","09:30","10:15","0.8","No","2013-09-02T00:00:00","Therese b Gnansounou","Certified Manager","f.101730","2017-02-02T00:00:00","0","1",""
"3576","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Muhammad Tauseef Ahmad","Routine","2014-04-24T00:00:00","10:20","11:30","1.2","No","2014-02-04T00:00:00","Therese b Gnansounou","Certified Manager","F-104482","2017-08-01T00:00:00","0","4","1.  Keep outside dumpster lids closed."
"3577","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Joseph Gossman","Risk Factor","2014-10-15T00:00:00","09:45","10:45","1.0","No","2014-09-01T00:00:00","Blanca A Reyes","Certified Manager","F101730","2017-02-02T00:00:00","0","0",""
"3578","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Christy Kunes","Routine","2015-04-21T00:00:00","10:20","11:25","1.08","No","2015-02-13T00:00:00","Therese Gnansounou","Certified Manager","F-101730","2017-02-02T00:00:00","0","3",""
"3579","Glebe Elementary School","38.89257972","-77.12106973","Arlington County Public Schools","1770 N Glebe Rd, Arlington VA 22207","Public Elementary School Food Servi","Christy Kunes","Risk Factor","2015-10-13T00:00:00","09:40","10:30","0.83","No","2015-10-20T00:00:00","Therese Gnansounou","Certified Manager","F-101730","2017-02-02T00:00:00","0","1",""
"3580","Arlington Latin Market(INACTIVE)","38.87767232","-77.12215263","Progressive Inc","5100 Wilson Blvd, Arlington VA 22205","","","","","","","","","","","","","","","",""
"3581","Carlton Market (Inactive)","38.85472661","-77.10703802","Sung Yong Yang","4600 S Four Mile Run Dr, Arlington VA 22204","","","","","","","","","","","","","","","",""
"3582","Mr Smoothie (INACTIVE)","38.86373091","-77.06056127","Mr Smoothie Metro LLC","1100 S Hayes St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3583","Drew","0.0","0.0","USDA Food and Nutrition Service","Drew 3500 24Th St S, Arlington VA","","","","","","","","","","","","","","","",""
"3584","7-Eleven Store #17017H (INACTIVE)","38.88515899","-77.14030584","7- Eleven Inc","5839 Washington Blvd, Arlington VA 22205","Convenience Store Food Service","Julia Balsley","Routine","2011-08-31T00:00:00","09:45","11:15","1.5","Yes","2012-02-20T00:00:00","Mary Jane Drummond","Certified Manager","F-90769","2014-05-18T00:00:00","0","9","C.O. 1100711 not approved."
"3585","Lazy Sundae (INACTIVE)","38.88849532","-77.09382715","Lazy Sundae Inc","2925 Wilson Blvd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3586","Aramark Services @ Verizon Building(INACTIVE)","38.88899165","-77.08472827","Aramark Correctional Services, Inc.","1320 N Courthouse Rd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3587","Sunnyside Farms (INACTIVE)","0.0","0.0","Sunnyside Farms Llc",", Arlington VA 22201","","","","","","","","","","","","","","","",""
"3588","Gampy's Bar & Grill(INACTIVE)","0.0","0.0","Rosslyn Restaurant Associates","1901 N Fort Myer Dr, Arlington VA 22209","","","","","","","","","","","","","","","",""
"3589","The Jefferson Kitchen (2W), Pantries (3E: Arbor,","38.88119497","-77.11294031","Sunrise Senior Living Services, Inc","900 N Taylor St, Arlington VA 22203","Adult Care Home Food Service","Muhammad Tauseef Ahmad","Routine","2013-02-06T00:00:00","08:10","10:40","2.5","No","2013-04-22T00:00:00","Cheryl Irving","Certified Manager","F-106249","2017-10-10T00:00:00","0","8","1.  Some fruit flies observed in the drinks area and upstair kitchens."
"3590","The Jefferson Kitchen (2W), Pantries (3E: Arbor,","38.88119497","-77.11294031","Sunrise Senior Living Services, Inc","900 N Taylor St, Arlington VA 22203","Adult Care Home Food Service","Santos Ayala","Risk Factor","2013-05-29T00:00:00","11:45","13:15","1.5","No","2013-07-16T00:00:00","Trevor G Fishley","Certified Manager","F-106249","2017-10-10T00:00:00","0","3",""
"3591","The Jefferson Kitchen (2W), Pantries (3E: Arbor,","38.88119497","-77.11294031","Sunrise Senior Living Services, Inc","900 N Taylor St, Arlington VA 22203","Adult Care Home Food Service","Joseph Gossman","Risk Factor","2013-08-21T00:00:00","09:15","10:50","1.6","No","2013-08-19T00:00:00","Trevor G Fishley","Certified Manager","F-106249","2017-10-10T00:00:00","0","2","Ware washing unit at 3E pantry was not in working order and was observed not in use. According to CFM, main facility ware washing machine and 3E pantry ware washing machine are in the process of being replaced."
